delegator,validator,bonded token
odin1zn0fk5z4pcsh8cxf3lts2pw3498507z8gqjtcz,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,74000000
odin1zn0fk5z4pcsh8cxf3lts2pw3498507z8gqjtcz,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3200000
odin1tvcd8welups8wwgj9jxqpt9027eyzatl3p0xvh,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,50000000
odin1tvcd8welups8wwgj9jxqpt9027eyzatl3p0xvh,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,20000000
odin1tvcd8welups8wwgj9jxqpt9027eyzatl3p0xvh,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,20000000
odin1tvcd8welups8wwgj9jxqpt9027eyzatl3p0xvh,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,10000000
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper13vlywycxkfwgjkj9pprnmh5nhc45t0ggm4gw55,202381022630
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,102053888650
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,59999000016
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,58146200612
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,57715627025
odin1az489kl8d6jxpjvgn63d24e78d0lcm33f3ph9z,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,1114
odin17m6nljqlutsk2drwqya6vl2alqwwpg05khpuy5,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,61743432
odin17m6nljqlutsk2drwqya6vl2alqwwpg05khpuy5,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,26415037
odin19s09vcxsmcztygy8udx3hh0pxfawmga7euxmmu,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,1775000000
odin19s09vcxsmcztygy8udx3hh0pxfawmga7euxmmu,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,950000000
odin19s09vcxsmcztygy8udx3hh0pxfawmga7euxmmu,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,700000000
odin19s09vcxsmcztygy8udx3hh0pxfawmga7euxmmu,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,700000000
odin1kav27hgzk0dv949h97uc8rw84qkafnt0vmyg9g,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,10375000000
odin1kav27hgzk0dv949h97uc8rw84qkafnt0vmyg9g,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,10000000000
odin1g6a8mqm5sc3q827vw9nte25txqu6uykjssa83x,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,5050000
odin1g6a8mqm5sc3q827vw9nte25txqu6uykjssa83x,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,5010000
odin18dydhz4m44fmcg8aj76zswwugrs303r4d0lfqx,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,3000000000
odin18dydhz4m44fmcg8aj76zswwugrs303r4d0lfqx,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,2087000000
odin13ar6n8rpwj6m05v53glxlk95yn97p5z7zvfcda,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,30000000
odin13ar6n8rpwj6m05v53glxlk95yn97p5z7zvfcda,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,30000000
odin1rz6ackm5p23evrw90el8j5376m625hdmelpwq3,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,116866903
odin1rz6ackm5p23evrw90el8j5376m625hdmelpwq3,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,769600
odin10twy82ugplzlpj8k8f67f7753yd5skmmvclvdl,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,500000000
odin10twy82ugplzlpj8k8f67f7753yd5skmmvclvdl,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,500000000
odin10twy82ugplzlpj8k8f67f7753yd5skmmvclvdl,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,500000000
odin10twy82ugplzlpj8k8f67f7753yd5skmmvclvdl,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,500000000
odin10twy82ugplzlpj8k8f67f7753yd5skmmvclvdl,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,499999999
odin1n5dr83s3m0qhaer02z0leaz3l64huwz0t285ez,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,641143173
odin1n5dr83s3m0qhaer02z0leaz3l64huwz0t285ez,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,317381742
odin1n5dr83s3m0qhaer02z0leaz3l64huwz0t285ez,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,680
odin1ufuaklm6cmqy8jgltdyr6htzt50zprjj00vqq6,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,85500000000
odin1ufuaklm6cmqy8jgltdyr6htzt50zprjj00vqq6,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,11464000000
odin18fsjwqu50yhyecdje6p909ar4getxsdmr2ccx7,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,11719428000
odin18fsjwqu50yhyecdje6p909ar4getxsdmr2ccx7,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,11100000000
odin18fsjwqu50yhyecdje6p909ar4getxsdmr2ccx7,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,10227750369
odin18fsjwqu50yhyecdje6p909ar4getxsdmr2ccx7,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,2800000000
odin18fsjwqu50yhyecdje6p909ar4getxsdmr2ccx7,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,2500000000
odin1mcrnf2n2vmmut5j7upluehstxh4yenztnavymg,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1317184083
odin1mcrnf2n2vmmut5j7upluehstxh4yenztnavymg,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,661075116
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,999999
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper19mhtrvu5tzfr0mdyjnejggltjah803yzgltu88,999999
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,56
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper1dtjflhhejdnw6frxqqwczpttt8jr3p7qf0el0v,0
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,0
odin1ddefwgwems0u53w78mczqkz86gqx3uc8m3jxpj,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,0
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,2050000000001
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,2050000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1weryas9wx2saawjuefxtkxt0ayv9956ytmls6h,2000000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,2000000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1k4uuv8aanj3ejs0qhqmsax9d6lzmp0plz4zxu7,2000000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,1064967506665
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1xgp94zvrqqk0mhd0eh4hqk27y4kjvq4jdwqcnz,1000001000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,1000000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,700000000004
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,700000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,650000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,500000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper10p5ry5ws70jfn62fjw3pa6nfxrut5p2ct3akjw,500000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,200000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1k9xkg2nfm0h85ew9lc8ut7sc5lcvyspkfdlatg,200000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,152000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1agc625vf57femlvg7aupvuje8v73swlmv6watw,150000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1z2mdr2unlrnqnwzu03ujym078pp8g4wy9k6hqd,150000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,50000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper1lrdn3s6guqgzfc96kesfk3fg3cufn5jsjg9lxd,50000000000
odin1qerev5feaft35fp2n3ept7fdsheud52z0gzne0,odinvaloper16669s8yp90uvnpn2377rzxp5f2wgdm3frk2tmp,30000000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,31650000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,25000000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,24999000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,20998999999
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,14998500000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,11200000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,11200000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,11000000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,10000000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,1000000
odin104f0jkucgfkhj4q493czyl06m4za3dcv5cnp6r,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,1000000
odin1uxthxgqhmxaqlh5u6990j48x5y0u2udff0rshv,odinvaloper1phaq5u2xw5489ntchtdd8y4j6a65gfhechmgde,782999999
odin1uxthxgqhmxaqlh5u6990j48x5y0u2udff0rshv,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,289999999
odin1l4c0w4mmz45d9ekhv35xqtcceek6zcg27207lr,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,15000000000
odin1l4c0w4mmz45d9ekhv35xqtcceek6zcg27207lr,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,3000000000
odin1l4c0w4mmz45d9ekhv35xqtcceek6zcg27207lr,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,0
odin15jjyts5wpvvn4r5up3hvzv98qcpmrqsf00hdyw,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,100000000
odin15jjyts5wpvvn4r5up3hvzv98qcpmrqsf00hdyw,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,100000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,132500000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,100000000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,78400000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,75000000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper12j5xj3dz6vzj4tympst9kmrxpahew0ppu6jhgw,23340000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,19000000000
odin14c5gumnclrved424e4z7pk9egs4pvr4y7c7llw,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,8450000000
odin16hvcvhuw5q5jxc6asm8t3h3ltcwgshr520030r,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,1333000000
odin16hvcvhuw5q5jxc6asm8t3h3ltcwgshr520030r,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,1222000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,95000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1hz4ec0y6unshsfdwk2qj3dm3htky8yez486u25,65250000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1mzfn23hpd7nuwxgy433f7qvra89utv3hrwvvmn,50000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1sxvwx7h6wp4hcn3rh2xtl8mv6w0w9mvudd6e3j,50000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper10p5ry5ws70jfn62fjw3pa6nfxrut5p2ct3akjw,26500000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,25000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,25000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper13vlywycxkfwgjkj9pprnmh5nhc45t0ggm4gw55,25000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1pfs42htt5w4d65rjt9cs283c2sre4tf3t4sfl7,25000000
odin1sr0lw3rnl4u3zz7hxrek0pp26hjhapec84t8gc,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,25000000
odin1zzgdsthe3mmaafrcca7x4dun7jqg6nawcpqdrp,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,2000000000
odin1zzgdsthe3mmaafrcca7x4dun7jqg6nawcpqdrp,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,1999000000
odin10lekgqgnxklk67pujugp3rqgw056prfjkksdu7,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,45000000000
odin10lekgqgnxklk67pujugp3rqgw056prfjkksdu7,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,39000000000
odin10xy7pe79cv57fcv7lr833fwd3s2fa9epzy07tz,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,799928000
odin10xy7pe79cv57fcv7lr833fwd3s2fa9epzy07tz,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,85000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper10u2g5yhvtm0d76f860kggp6lakge4q8hj59tn5,400000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,350000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,300000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,250000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,250000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1svt6pg0p9qnsd2vjx062yt2843nnvtxcsu4kzj,250000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,200000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper12hpn6mxulk8gt9zu0hs5lv20y666gmuszjfy3h,100000000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,9560000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1xgp94zvrqqk0mhd0eh4hqk27y4kjvq4jdwqcnz,4690000000
odin1h43vxr2mf9kxg24he8rl4t45ajarkvqhldagfw,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,400000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,100000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1prdr5g0mad8430ru4y0gpttyhhd4pm6yqz686s,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1usa0ldz9lhfd7zf5h93qtzn0st9uqtd949x9ww,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper18xzaak0mxtzy9dsral8yucpfdak7mhc3ywjapu,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,50000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,25000000000
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1xgp94zvrqqk0mhd0eh4hqk27y4kjvq4jdwqcnz,24998499903
odin1vmfekljy9haqgyzsfvyn85xa8xdd8wcum33cf4,odinvaloper1pjcyssl7ewhtlp4dqn596hu3gr7xs9su2z67tp,2000000
odin13qgamrz278xyp95w6k2z4xue3est20s0munuz6,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,6395969289
odin13qgamrz278xyp95w6k2z4xue3est20s0munuz6,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,5327389077
odin13qgamrz278xyp95w6k2z4xue3est20s0munuz6,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,5299789346
odin1l5fl0x0mz0euezyyww846ufs4znlw9cyx2jams,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,53628000000
odin1l5fl0x0mz0euezyyww846ufs4znlw9cyx2jams,odinvaloper1pcwlans8a2xtfddx04n6vhal5wx8jsvmxean8n,37519215903
odin1nnhlu7j6r4e2efuaydyvdmqs5plp963elt28v7,odinvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57z9yperl,274000000
odin1nnhlu7j6r4e2efuaydyvdmqs5plp963elt28v7,odinvaloper1wuwhanclwh9ckpe6z6480t3pjjpk7dsj2trk9p,228000000
odin1nnhlu7j6r4e2efuaydyvdmqs5plp963elt28v7,odinvaloper1gr249nhe8y8mdls0z82nfkh2a7xwm7xy7f4m03,222477750
odin1nh74xwj357x88fn8hnpa98ll2qsv802kxqanwy,odinvaloper16l94qycfsepcyxsg5ygt3krwrzeepzj380qy8y,10000000000
odin1nh74xwj357x88fn8hnpa98ll2qsv802kxqanwy,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,6215000000
odin1nh74xwj357x88fn8hnpa98ll2qsv802kxqanwy,odinvaloper103yy6yxn7u3tfs25fr4xt4hyfq9h44ydw98n3z,5250000000
odin1nh74xwj357x88fn8hnpa98ll2qsv802kxqanwy,odinvaloper1ns80t8zh50uelxrjw2ua6lchdym3j6xrgrwxg7,3950000000
odin1ytmwk4qwphevacssnxaq2c773s0smpmrchnmff,odinvaloper14da0ag6pcf7hlgh54unm8udcm8flctna3djra7,10000000
odin1ytmwk4qwphevacssnxaq2c773s0smpmrchnmff,odinvaloper1jj2xx0en2wcs8vj3n4s6lkf8gjqqwtkh8996st,10000000
odin1ytmwk4qwphevacssnxaq2c773s0smpmrchnmff,odinvaloper1s009mue6fg6usnd8dfyvtvcckndtxsxjd5shs7,9000000
odin1m83tqygslcnpfwvwudwjywcy8j0spal558la6s,odinvaloper1evv5y2ake002n9l27t5qhqcwhgwd6up2mpuyj0,12073701508
odin1m83tqygslcnpfwvwudwjywcy8j0spal558la6s,odinvaloper1tkv6yfg7ukeea58tf3fyhtmdm2hely8d8hnn2m,208139594
odin1336tw7zca2xpse22r949xz3p2r2exrlhkuvrya,odinvaloper1ypmlekjd2mhjlh0263wtqjmskz77sclsxchm53,800000000
odin1336tw7zca2xpse22r949xz3p2r2exrlhkuvrya,odinvaloper1fupf80rhes3vu25vgjsk6sp8t68urpldecak8y,289900000
odin1x3pm6mf6867uwdt3755xkxu6n7f3pj9cc9fjvm,odinvaloper1ku6dsk0rh8l0me8j0lkks3sefsr90hd2z8g06e,37500000000
